,Job Title,Company,Location,Date,Month,Count,Category
676,Sales Specialist,Aliston,"Beirut, Lebanon",8/10/21,8,1,Sales Person
678,Salesman,Est Talat Aleik,"Beirut, Lebanon",7/16/21,7,1,Sales Person
680,Salesperson,Nutribost,"Beirut, Lebanon",7/20/21,7,1,Sales Person
681,Salesperson,Beauty Products,"Beirut, Lebanon",8/16/21,8,1,Sales Person
682,Salesperson,Ghalico Group Sarl,"Beirut, Lebanon",8/2/21,8,1,Sales Person
683,Sap Abap Consultant,Sucafina,"Beirut, Lebanon",6/4/21,6,1,Consultant
684,Sap Functional Consultant,Sword Group,"Beirut, Lebanon",7/27/21,7,1,Consultant
686,Sap Success Factor Consultant,Inflexion Tech,"Beirut, Lebanon",8/2/21,8,1,Consultant
687,Sap Sucesfactors Consultant,Arow Consulting,"Beirut, Lebanon",7/16/21,7,1,Consultant
688,Sc Sr Manager Productivity Ls Amesa,Pepsico,"Beirut, Lebanon",7/27/21,7,1,Manager
689,Scoping Engineer,Novelus,"Beirut, Lebanon",8/5/21,8,1,Engineer
690,Script Writer,Karmic Consultancy Dmc,"Beirut, Lebanon",7/13/21,7,1,Writer
691,Script Writer,Karmic Consultancy Dmcc,"Beirut, Lebanon",8/12/21,8,1,Writer
692,Search Engine Optimization Specialist,Tecomsa Sal,"Beirut, Lebanon",8/18/21,8,1,Engineer
693,Sector Consumer Insights Manager Beverages Amesa Sector Hq,Pepsico,"Beirut, Lebanon",7/27/21,7,1,Manager
694,Security Consultant,Crystal Networks,"Beirut, Lebanon",8/11/21,8,1,Consultant
695,Security Operations Center Analyst,Shelt Global Ltd,"Beirut, Lebanon",7/22/21,7,1,Analyst
696,Senior .Net Developer (Erp),Integrated Digital Systems (Ids),"Beirut, Lebanon",8/13/21,8,1,Software Developer
697,Senior Accountant,Confidential.,"Beirut, Lebanon",8/17/21,8,1,Accountant
698,Senior Acount Manager,Notaclinic Branding Agency,"Beirut, Lebanon",7/12/21,7,1,Manager
701,Senior Angular Developer / Team Lead,Ecomz,"Beirut, Lebanon",8/9/21,8,1,Software Developer
702,Senior Art Director,Communication Design Sal,"Beirut, Lebanon",8/6/21,8,1,Art
703,Senior Associate,Deloitte,"Beirut, Lebanon",8/3/21,8,1,Associate
704,Senior Associate - Tax & Accounting,Grant Thornton Lebanon,"Beirut, Lebanon",8/5/21,8,1,Accountant
705,Senior Brand Manager,Nestle Waters Lebanon,"Beirut, Lebanon",7/29/21,7,1,Manager
706,Senior Busines Developer North Africa,Butec,"Beirut, Lebanon",7/9/21,7,1,Software Developer
707,Senior Business Plan Writer & Market Research Analyst,Safico Holding,"Beirut, Lebanon",8/13/21,8,1,Marketer
708,Senior Comunications Executive,The Creative ,"Beirut, Lebanon",7/19/21,7,1,Associate
709,Senior Contract Engineer,Dar,"Beirut, Lebanon",8/16/21,8,1,Engineer
710,Senior D Designer,Mindspace ,"Beirut, Lebanon",7/13/21,7,1,Designer
711,Senior Data Analyst,Monty Mobile,"Beirut, Lebanon",8/2/21,8,1,Analyst
712,Senior Developer,Claims Expres,"Beirut, Lebanon",7/13/21,7,1,Software Developer
713,Senior Digital Designer,Wondereight,"Beirut, Lebanon",7/22/21,7,1,Designer
714,Senior Digital Marketing Specialist,The Lebanese Center For Energy Conservation Lcec,"Beirut, Lebanon",7/30/21,7,1,Marketer
715,Senior Dotnet Developer,Netrecrute,"Beirut, Lebanon",7/30/21,7,1,Software Developer
716,Senior Dynamics 365 Business Central Developer,Dynamaze Ca,"Beirut, Lebanon",8/10/21,8,1,Software Developer
717,Senior Electrical Enginer,Arina Energy Sal,"Beirut, Lebanon",7/28/21,7,1,Engineer
718,Senior Energy Engineer,Ipt Powertech Group,"Beirut, Lebanon",8/11/21,8,1,Engineer
720,Senior Executive Programatic,Publicis Media,"Beirut, Lebanon",7/9/21,7,1,Associate
722,Senior Frontend Developer,Kemya,"Beirut, Lebanon",7/13/21,7,1,Software Developer
723,Senior Frontend Software Enginer,Ecomz,"Beirut, Lebanon",7/24/21,7,1,Engineer
725,Senior Graphic Designer,Ethos Interactive,"Beirut, Lebanon",7/2/21,7,1,Designer
726,Senior Graphic Designer,Aljesr.Org,"Beirut, Lebanon",8/5/21,8,1,Designer
727,Senior Human Resources Oficer,Mtv Lebanon,"Beirut, Lebanon",7/30/21,7,1,Human Resource Specialist
728,Senior Information Technology Enginer,Domtech,"Beirut, Lebanon",7/22/21,7,1,Technology Specialist
729,Senior Instructor,Moe,"Beirut, Lebanon",8/10/21,8,1,Teacher
730,Senior Insurance Advisor,Fidelity Insurance,"Beirut, Lebanon",6/19/21,6,1,Advisor
731,Senior Insurance Advisor,Fidelity Insurance,"Beirut, Lebanon",8/22/21,8,1,Advisor
732,Senior Insurance Officer,C.A.T. Group,"Beirut, Lebanon",8/18/21,8,1,Officer
734,Senior Investment Analyst,Bridge Capital Holding,"Beirut, Lebanon",7/30/21,7,1,Analyst
736,Senior Java Developer,Areeba,"Beirut, Lebanon",8/12/21,8,1,Software Developer
737,Senior Java Javae Developer,Everteamgsintalio,"Beirut, Lebanon",7/27/21,7,1,Software Developer
738,Senior Java Javaee Developer,Everteamgs-Intalio,"Beirut, Lebanon",8/16/21,8,1,Software Developer
739,Senior Java Software Engineer,Capital Banking Solutions,"Beirut, Lebanon",8/23/21,8,1,Engineer
740,Senior Java Software Enginer,Capital Banking Solutions,"Beirut, Lebanon",6/21/21,6,1,Engineer
741,Senior Manager At Toptier Global Strategy Consulting Firm,Turas Group,"Beirut, Lebanon",5/29/21,5,1,Manager
742,Senior Mechanical Design Enginer,Tetco Group,"Beirut, Lebanon",7/22/21,7,1,Designer
743,Senior Mechanical Engineer,C.A.T. Group,"Beirut, Lebanon",8/11/21,8,1,Engineer
744,Senior Network Security Enginer,Bmb,"Beirut, Lebanon",7/23/21,7,1,Engineer
745,Senior Php Developer Wanted!,Securealm S.A.L. Offshore.,"Beirut, Lebanon",8/11/21,8,1,Software Developer
746,Senior Power Bi Consultant,Hr Champ,"Beirut, Lebanon",8/16/21,8,1,Consultant
747,Senior Project Manager Monitoring And Evaluation Technology Me,International Rescue Comite,"Beirut, Lebanon",6/16/21,6,1,Manager
748,"Senior Public Health Officer, P4, Beirut","Unhcr, The Un Refugee Agency","Beirut, Lebanon",8/16/21,8,1,Officer
750,Senior Software Developer,Eitechnologies Mena,"Beirut, Lebanon",7/8/21,7,1,Software Developer
751,Senior Software Developer Erp,Integrated Digital Systems Ids,"Beirut, Lebanon",7/13/21,7,1,Software Developer
752,Senior Software Engineer,Ethan Group,"Beirut, Lebanon",8/7/21,8,1,Engineer
753,Senior Software Enginer,Hbtech,"Beirut, Lebanon",7/9/21,7,1,Engineer
755,Senior System Analyst,Cedar White Bradley Cwb,"Beirut, Lebanon",7/30/21,7,1,Analyst
757,Senior Web Application Developer,Qualizone,"Beirut, Lebanon",8/13/21,8,1,Software Developer
758,Senior Web Developer,Capital Banking Solutions,"Beirut, Lebanon",8/6/21,8,1,Software Developer
759,Seosem Asociate,Presentail,"Beirut, Lebanon",6/2/21,6,1,Associate
762,Shop Manager,Moustache Group,"Beirut, Lebanon",7/22/21,7,1,Manager
763,Shop Manager For A Fashion Retail Company,Hinawi International Group,"Beirut, Lebanon",7/27/21,7,1,Manager
764,Site Engineer/Rf Field Service Manager,Novelus,"Beirut, Lebanon",8/5/21,8,1,Manager
765,Social Media Acounts Executive,The Go Project,"Beirut, Lebanon",7/22/21,7,1,Social Media
766,Social Media Busines Strategist,Fresh Pharma Trading,"Beirut, Lebanon",7/20/21,7,1,Social Media
767,Social Media Coordinator,Absolutely Digital,"Beirut, Lebanon",8/18/21,8,1,Social Media
768,Social Media Coordinator,Holdal - Abou Adal Group,"Beirut, Lebanon",8/13/21,8,1,Social Media
769,Social Media Cordinator,Algoru,"Beirut, Lebanon",6/18/21,6,1,Social Media
770,Social Media Executive,Anghami,"Beirut, Lebanon",8/23/21,8,1,Social Media
771,Social Media Manager,Monty Mobile,"Beirut, Lebanon",6/21/21,6,1,Social Media
772,Social Media Manager,Jmedia Production,"Beirut, Lebanon",8/8/21,8,1,Social Media
773,Social Media Manager (In-House),Multiply Group,"Beirut, Lebanon",8/5/21,8,1,Social Media
774,Social Media Manager Content Creator,Horouf Fashion,"Beirut, Lebanon",6/29/21,6,1,Social Media
775,Social Media Marketing Intern,Nitchd,"Beirut, Lebanon",7/24/21,7,1,Marketer
776,Social Media Marketing Manager,Adcreators Mena,"Beirut, Lebanon",7/19/21,7,1,Marketer
778,Social Media Marketing Specialist,Modern University For Business And Science,"Beirut, Lebanon",8/23/21,8,1,Marketer
779,Social Media Specialist,Said Kobeisy Fashion House,"Beirut, Lebanon",6/28/21,6,1,Social Media
780,Social Media Specialist â Customer Engagement,A.N.Boukather Holding,"Beirut, Lebanon",8/18/21,8,1,Social Media
783,Software Developer,Net-Recrute,"Beirut, Lebanon",8/23/21,8,1,Software Developer
784,Software Developer C,Murex,"Beirut, Lebanon",6/19/21,6,1,Software Developer
785,Software Engineer,Algotraders,"Beirut, Lebanon",8/18/21,8,1,Engineer
786,Software Enginer,Edge Technologies,"Beirut, Lebanon",7/6/21,7,1,Engineer
787,Software Enginer Amazon Alexa,Podeo ,"Beirut, Lebanon",6/23/21,6,1,Engineer
791,Software Quality Assurance Analyst,Sword Group,"Beirut, Lebanon",8/6/21,8,1,Analyst
792,Software Quality Assurance Analyst,Css Providers,"Beirut, Lebanon",8/16/21,8,1,Analyst
793,Software Sales Specialist,Ambula,"Beirut, Lebanon",8/15/21,8,1,Sales Person
794,Solar Consultant,Sab Rds Inc,"Beirut, Lebanon",7/14/21,7,1,Consultant
795,Solution Suport Enginer,Monty Mobile,"Beirut, Lebanon",6/25/21,6,1,Engineer
796,Spa Head Therapist,Kempinski Hotels,"Beirut, Lebanon",5/23/21,5,1,Therapist
797,Spa Supervisor,Lancaster Plaza,"Beirut, Lebanon",7/6/21,7,1,advisor
798,Strategic Comunications Manager,Sucafina,"Beirut, Lebanon",6/29/21,6,1,Manager
